cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"9288","13103","312244","1133008","FIRST BANK OF BERNE","Berne","IN","46711","6/30/2020","8/17/2020","SM","222 Heritage Trail","FIRST BERNE FINANCIAL CORP","9","0","1","2","1","Adams","","","10/21/1891","1/1/1934","11/23/2018","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.firstbankofberne.com","717117","717117","529698","0","186822","597","0","0","","164473","56066","552644","182187","320448","50009","661051","56066","661051","712322","459773","13410","5","5","0","",""
"2784","0","533535","1082889","FIRST BANK OF BOAZ","Boaz","AL","35957","6/30/2020","8/17/2020","NM","124 S. Main St.","FIRST BOAZ BCORP","1","0","0","7","0","Marshall","","","1/1/1906","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://firstbankofboaz.com","192344","192344","163592","0","28752","0","0","0","","79689","53148","112655","36121","9919","66616","139196","53148","139196","164702","134049","12603","0","0","0","",""
"15580","0","823638","1246252","FIRST BANK OF COASTAL GEORGIA","Pembroke","GA","31321","6/30/2020","8/17/2020","NM","250 W. Bacon St.","PUTNAM-GREENE FINANCIAL CORP","2","0","0","7","0","Bryan","42340","Savannah, GA","1/1/1907","2/10/1938","3/14/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","www.firstbankofcg.com","110806","110806","63486","0","47320","0","0","0","","45522","24525","65284","35974","12588","16722","86281","24525","86281","109390","65150","3811","0","0","0","",""
"17470","0","804338","1205398","FIRST BANK OF HIGHLAND PARK","Highland Park","IL","60035","6/30/2020","8/17/2020","NM","1835 1st St.","BK HIGHLAND PARK FINL CORP","3","0","0","4","0","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","7/16/1955","7/16/1955","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://WWW.FIRSTBANKHP.COM","1624683","1624683","1310589","0","314094","0","0","0","","459165","407349","1165518","19138","441023","705357","1217334","114317","1510366","1161125","1218246","59704","251245","251245","27923","",""
"15695","0","478430","2059954","FIRST BANK OF LINDEN","Linden","AL","36748","6/30/2020","8/17/2020","NM","114 E. Coats Ave.","FIRST LINDEN BANCSHARES INC","1","0","0","7","0","Marengo","","","5/7/1904","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.firstbanklinden.com","69356","69356","55571","0","13784","0","0","0","","27676","14476","41679","1030","8415","32234","54879","14481","54875","58818","59852","3843","0","0","0","",""
"3702","0","238139","1206603","FIRST BANK OF MANHATTAN","Manhattan","IL","60442","6/30/2020","8/17/2020","SM","230 S. State St.","MANHATTAN BANCSHARES INC","3","0","0","4","1","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1907","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.fnbmanhattan.com","179645","179645","150531","0","29113","0","0","0","","76934","62134","102710","23679","52817","26215","117510","62135","117510","177096","146217","5151","0","0","0","",""
"17474","0","946461","2314859","FIRST BANK OF MULESHOE","Muleshoe","TX","79347","6/30/2020","8/17/2020","SM","West 1st St. &ave. B","DANNY MANAGEMENT INC","3","0","0","2","0","Bailey","","","8/1/1955","8/1/1955","7/16/2013","Stock","0","0","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","WWW.FBMULESHOE.COM","79564","79564","76572","0","2993","0","0","0","","60250","31312","19315","0","12789","6526","48253","31312","48252","78785","63206","307","0","0","0","",""
"9450","9964","586027","1069714","FIRST BANK OF OHIO","Tiffin","OH","44883","6/30/2020","8/17/2020","NM","175 S. Washington St.","TONTI FINANCIAL CORP","5","0","0","6","0","Seneca","","","3/3/1873","1/1/1934","12/9/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","https://www.firstbankofohio.com","139218","139218","88315","0","26303","24600","0","0","","17255","7947","121963","22630","10589","88744","131271","7947","131271","81531","120387","699","53232","48591","10530","",""
"18592","0","637554","","FIRST BANK OF OWASSO","Owasso","OK","74055","6/30/2020","8/17/2020","NM","8601 N. Garnett Rd.","","3","0","0","4","1","Tulsa","46140","Tulsa, OK","9/8/1962","9/8/1962","11/13/2009","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.firstbank.net","484568","484568","367260","0","117308","0","0","0","","115045","95910","369523","252131","48904","68488","388658","95910","388658","395952","238860","8786","35672","35672","2972","",""
"9070","0","760939","","FIRST BANK OF PIKE","Molena","GA","30258","6/30/2020","8/17/2020","NM","50 Springs Rd.","","3","0","0","8","0","Pike","12060","Atlanta-Sandy Springs-Roswell, GA","1/1/1899","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.firstbankofpike.com","53108","53108","51771","0","1338","0","0","0","","25798","25798","27311","197","11805","15309","27311","25797","27311","48846","47268","3425","0","0","0","",""
"26960","0","758851","","FIRST BANK OF THE LAKE","Osage Beach","MO","65065","6/30/2020","8/17/2020","NM","4558 Osage Beach Pkwy. Suite","","1","0","0","4","1","Camden","","","5/15/1987","5/15/1987","2/25/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.firstbanklake.com","114579","114579","108688","0","4936","955","0","0","","13793","13793","100786","9883","2895","88007","100786","10542","104037","100712","102177","8641","0","0","0","",""
"4209","14735","328058","1057636","FIRST BANK OF THOMAS","Thomas","OK","73669","6/30/2020","8/17/2020","SM","301 W. Broadway St.","FIRST THOMAS BAN CORP","1","0","0","4","1","Custer","","","5/28/1904","1/1/1934","12/21/2017","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.fnbthomas.com","40446","40446","37689","0","2633","124","0","0","","15648","8849","24798","10055","3958","10785","31597","8849","31597","39922","36045","1855","0","0","0","",""
"14281","0","391959","1065109","FIRST BANK OF UTICA","Utica","NE","68456","6/30/2020","8/17/2020","SM","785 D St.","FIRST NATIONAL UTICA CO","4","0","0","2","0","Seward","30700","Lincoln, NE","1/1/1882","4/16/1934","1/1/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","http://www.fbutica.com","59546","59546","42492","0","8386","8668","0","0","","19635","9608","39911","5564","8222","26125","49938","8710","50836","55291","51018","614","4","4","0","",""
"28533","1784","419675","5371947","FIRST BANK RICHMOND","Richmond","IN","47374","6/30/2020","8/17/2020","NM","20 N. 9th St.","RICHMOND MUTUAL BCORP INC","13","0","1","4","0","Wayne","","","1/1/1887","10/10/1935","4/21/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.firstbankrichmond.com","782457","782457","717822","3","64632","0","0","0","","253891","133248","528566","101464","83900","343202","649209","133248","649209","621247","633297","31755","120688","120688","0","",""
"14276","11028","239556","1978414","FIRST BANK, UPPER MICHIGAN","Gladstone","MI","49837","6/30/2020","8/17/2020","NM","1400 Delta Ave.","FIRST BANCSHARES CORP","9","0","0","4","1","Delta","","","8/14/1916","4/23/1934","11/4/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","www.first-bank.com","433709","433709","388876","0","43723","1111","0","0","","225392","112243","208318","37856","62821","107641","321467","112243","321466","396853","330147","13610","2832","2832","0","",""
"16501","10232","344647","1404632","FIRST BANKERS TRUST COMPANY, NATIONAL ASSOCIATION","Quincy","IL","62301","6/30/2020","8/17/2020","N","12th &broadway","FIRST BANKERS TRUSTSHARES INC","10","0","0","4","0","Adams","","","10/23/1946","10/23/1946","11/23/2009","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.firstbankers.com","811533","811533","656282","0","153562","1689","0","0","","172519","84235","639014","58306","388271","192437","727298","171945","639588","747912","538277","17301","34547","34547","0","",""
"4228","11338","988452","1051175","FIRST BETHANY BANK & TRUST","Bethany","OK","73008","6/30/2020","8/17/2020","SM","6500 N.W. 39th Expwy.","FIRST BETHANY BCORP INC","3","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","1/1/1923","1/1/1934","1/9/2019","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","https://www.firstbethany.com","183649","183649","172029","0","8889","2731","0","0","","81481","50299","102168","52297","14471","35400","133350","50263","133386","170524","147741","6590","2000","2000","2980","",""
"15229","10824","537449","1247428","FIRST BUSINESS BANK","Madison","WI","53719","6/30/2020","8/17/2020","NM","401 Charmany Dr.","FIRST BUS FINL SERVICES INC","4","0","1","4","0","Dane","31540","Madison, WI","5/1/1909","1/1/1934","6/1/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","0","http://www.firstbusiness.com","1713207","1713207","1640256","0","54327","18624","0","0","","389969","387927","1323238","1115795","783","206660","1325280","436592","1276615","1574688","924061","1246","89267","89267","492","",""
"58636","0","3633016","","FIRST CAHAWBA BANK","Selma","AL","36701","6/30/2020","8/17/2020","NM","2610 Citizens Pkwy.","","4","0","0","4","0","Dallas","","","9/10/2007","9/10/2007","1/1/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","http://firstcahawba.com","128846","128846","107907","0","20939","0","0","0","","81623","28648","47223","19243","10403","17577","100198","28648","100198","123574","99250","1983","0","0","11229","",""
"3399","15546","919568","2366755","FIRST CAPITAL BANK","Quanah","TX","79252","6/30/2020","8/17/2020","SM","Third &mercer St.","QUANAH FINL EMPLOYEE STK OWNERSHIP PLAN","2","0","0","2","0","Hardeman","","","1/1/1907","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.fcbqt.com","73122","73122","70618","0","2503","0","0","0","","39159","35784","33962","2463","6016","25483","37337","35785","37337","68757","55233","1715","0","0","3223","",""
"34966","15575","2849463","3836385","FIRST CAPITAL BANK","Laurinburg","NC","28352","6/30/2020","8/17/2020","NM","909 S. Main St.","FIRST CAPITAL BANCSHARES INC","4","0","1","4","0","Scotland","","","9/27/1999","9/27/1999","7/10/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","www.fcbcarolinas.com","164007","164007","164007","0","0","0","0","0","","34389","20389","129618","63406","2100","64112","143618","20389","143618","155415","128437","3018","0","0","32394","",""
"57552","0","3177426","3684746","FIRST CAPITAL BANK","Germantown","TN","38138","6/30/2020","8/17/2020","NM","7575 Poplar Ave.","GERMANTOWN CAPITAL CORP INC","1","0","0","4","0","Shelby","32820","Memphis, TN-MS-AR","5/19/2003","5/19/2003","5/4/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","http://www.firstcapitalbanktn.com","293100","293100","212983","0","54703","25414","0","0","","32431","27645","260669","66451","719","193499","265455","27645","265455","250756","231553","2406","5022","5022","0","",""
"35530","0","2963266","4346706","FIRST CAROLINA BANK","Rocky Mount","NC","27804","6/30/2020","8/17/2020","NM","171 N. Winstead Ave.","FIRST CAROLINA FINL SERVICES","4","0","0","4","0","Nash","40580","Rocky Mount, NC","11/29/2000","11/29/2000","12/9/2019","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","www.firstcarolinabank.com","689874","689874","491585","0","21809","176481","0","0","","127385","127385","562490","290035","2265","270189","562490","59713","630161","484218","308141","3315","188335","155192","31534","",""
"10637","0","134156","1050495","FIRST CENTRAL BANK","Cambridge","NE","69022","6/30/2020","8/17/2020","NM","623 Patterson St","CENTRAL BANCSHARES INC","3","0","0","2","0","Furnas","","","6/15/1907","1/1/1934","12/31/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.firstcentral.com","101461","101461","87213","327","13921","0","0","0","","26099","14537","75362","16329","13706","45327","86924","14537","86924","80057","87113","4597","17747","10560","4712","",""
"34995","0","2726050","1050495","FIRST CENTRAL BANK MCCOOK","Mccook","NE","69001","6/30/2020","8/17/2020","NM","904 N. Hwy. 83","CENTRAL BANCSHARES INC","2","0","0","2","0","Red Willow","","","1/4/1999","1/4/1999","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.firstcentral.com","101310","101310","96294","0","5016","0","0","0","","22381","13240","78929","14638","7955","56336","88070","13240","88070","65881","86933","2971","32988","21593","744","",""
"34969","0","2797359","","FIRST CENTRAL SAVINGS BANK","Glen Cove","NY","11542","6/30/2020","8/17/2020","SB","70 Glen St.","","9","0","0","4","0","Nassau","35620","New York-Newark-Jersey City, NY-NJ-PA","4/5/1999","4/5/1999","3/23/2020","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://FIRSTCENTRALSAVINGS.COM","577195","577195","574569","0","0","2626","0","0","","95287","88702","481908","108622","48576","324710","488493","56023","521173","498172","432867","31581","31542","0","2477","",""
"19716","9647","639549","1200311","FIRST CENTRAL STATE BANK","Dewitt","IA","52742","6/30/2020","8/17/2020","NM","914 6th Ave.","OHNWARD BANCSHARES INC","6","0","0","4","0","Clinton","","","6/12/1967","6/12/1967","2/4/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.firstcentralsb.com","469943","469943","388797","2","80873","270","0","0","","194664","97293","275278","103228","58997","113053","372649","97293","372650","451696","355481","19027","3520","3520","0","",""
"1700","12840","999935","1135646","FIRST CENTURY BANK","Tazewell","TN","37879","6/30/2020","8/17/2020","NM","1780 N. Broad St.","CLAIBORNE HOLDING CO INC","10","0","0","4","0","Claiborne","","","10/10/1899","1/1/1934","7/29/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","http://www.fcbtn.com","426629","426629","386390","0","39743","496","0","0","","217273","97832","209356","41836","59786","107734","328797","97832","328797","399714","346808","14033","14047","14047","0","",""
"57123","0","2997748","2997739","FIRST CENTURY BANK, NATIONAL ASSOCIATION","Gainesville","GA","30501","6/30/2020","8/17/2020","N","807 Dorsey St.","FIRST CENTURY BCORP","2","0","0","7","0","Hall","23580","Gainesville, GA","3/25/2002","3/25/2002","12/10/2019","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.myfirstcenturybank.com","274535","274535","271569","0","2966","0","0","0","","202633","174208","71902","65442","3381","3079","100327","174208","100327","274535","197580","370","0","0","1483","",""
"57252","0","3075474","3031902","FIRST CHATHAM BANK","Savannah","GA","31401","6/30/2020","8/17/2020","NM","111 Barnard St.","FCB FINANCIAL CORP","8","0","0","4","0","Chatham","42340","Savannah, GA","1/23/2002","1/23/2002","1/1/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","www.firstchatham.com","393638","393638","392196","0","1441","0","0","0","","227036","117413","166601","39312","65392","61897","276224","117168","276470","379513","308551","13456","0","0","0","",""
"57966","0","3374878","5163003","FIRST CHOICE BANK","Cerritos","CA","90703","6/30/2020","8/17/2020","SM","17785 Ctr. Court Dr N","FIRST CHOICE BCORP","11","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","8/18/2005","8/18/2005","10/1/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","www.firstchoicebankca.com","1605444","1605444","1466061","6001","85039","48343","0","0","","11487","11487","1593957","326744","1072705","194509","1593957","790217","815227","1437557","763960","2127","134564","130011","9100","",""
